a'marie	ಅಮಾರೀ
kahf hoti	ಕಾಫ್ ಹೋಟಿ
kahma	ಕಾಹ್ಮಾ
kail	ಕೈಲ್
kailas	ಕೈಲಾಸ್
kailashchandra	ಕೈಲಾಶ್‌ಚಂದ್ರ
kailashnath	ಕೈಲಾಶನಾಥ
kailey	ಕೈಲೆ
kainji dam	ಕೈಂಜಿ ಡ್ಯಾಮ್
kairos	ಕೈರೋಸ್
kaiser friedrich iii.	ಕೈಸರ್ ಫ್ರೆಡ್ರಿಕ್ III.
kaishori	ಕೈಶೋರಿ
kaitabhajit	ಕೈಟಭಜಿತ್
kaithal	ಕೈಥಾಲ್
kaitlyn	ಕೇಟ್ಲಿನ್
kaiyo	ಕೈಯೊ
kajjali	ಕಜ್ಜಾಲಿ
kaka	ಕಾಕಾ
kakirde	ಕಾಕಿರ್ಡೆ
kal aaj aur kal	ಕಲ್ ಆಜ್ ಔರ್ ಕಲ್
kal hamara hai	ಕಲ್ ಹಮಾರಾ ಹೈ
kala dhandha gorey log	ಕಾಲಾ ಧಂಧಾ ಗೋರೆ ಲೋಗ್
kala ghoda	ಕಾಲಾ ಘೋಡಾ
kala pani	ಕಾಲಾ ಪಾನಿ
kala patthar	ಕಾಲಾ ಪತ್ಥರ್
kalaa	ಕಲಾ
kalaadhar	ಕಲಾಧರ
kalanki	ಕಲಂಕಿ
kalash	ಕಲಶ್
kalavati	ಕಲಾವತಿ
kalchakra	ಕಾಲಚಕ್ರ್
kaleem	ಕಲೀಂ
kaleemah	ಕಲೀಮಾ
kaler	ಕಲೆರ್
kali	ಕಾಳಿ
kali basti	ಕಾಲಿ ಬಸ್ತಿ
kali raat	ಕಾಲಿ ರಾತ್
kalicharan	ಕಾಲೀಚರಣ್
kalikambal	ಕಾಲಿಕಾಂಬಾಳ್
kalim	ಕಲೀಂ
kalimba	ಕಲಿಂಬಾ
kalinjar	ಕಲಿಂಜರ್
kalirai	ಕಲಿರಾಜ್
kalista	ಕಲಿಸ್ತಾ
kalka	ಕಾಲ್ಕಾ
kallima	ಕಾಲಿಮಾ
kalonice	ಕಲೋನೀಸ್
kalpesh patel	ಕಲ್ಪೇಶ್ ಪಟೇಲ್
kalpita	ಕಲ್ಪಿತಾ
kalra	ಕಲ್ರಾ
kalyan	ಕಲ್ಯಾಣ್
kalyani	ಕಲ್ಯಾಣಿ
kalyani steels	ಕಲ್ಯಾಣಿ ಸ್ಟ್ರೀಲ್ಸ್
kalyca	ಕೇಲಿಕಾ
kamajit	ಕಾಮಜಿತ್
kamakhya devi	ಕಾಮಾಖ್ಯ ದೇವಿ
kamakshi amman	ಕಾಮಾಕ್ಷಿ ಅಮ್ಮನ್
kamal	ಕಮಲ್
kamalakshi	ಕಮಲಾಕ್ಷಿ
kamalini	ಕಮಲಿನಿ
kameng	ಕಮೇಂಗ್
kamesh	ಕಾಮೇಶ್
kameshwar	ಕಾಮೇಶ್ವರ್
kamini	ಕಾಮಿನಿ
kamla	ಕಮಲಾ
kamrup	ಕಾಮರೂಪ್
kan kan men bhagwan	ಕಣ್ ಕಣ್ ಮೆ ಭಗ್ವಾನ್
kan_haiyaalaal	ಕನೈಯಾಲಾಲ್
kanad	ಕಾನಡ
kanakabati	ಕನಕಬತಿ
kanakpriya	ಕನಕಪ್ರಿಯ
kanan	ಕನನ್
kananbala	ಕಾನಂಬಲ
kanch ki gudiya	ಕಾಂಚ್ ಕಿ ಗುಡಿಯಾ
kanchan	ಕಾಂಚನ್
kanchipuram	ಕಾಂಚಿಪುರಂ
kanda	ಕಂಡಾ
kandari	ಕಂಡಾರಿ
kandhari	ಕಂಧಾರಿ
kangad	ಕಂಗಡ್
kangada	ಕಾಂಗ್ಡಾ
kanhere	ಕಾನ್ಹೇರೆ
kanishka	ಕನಿಷ್ಕ
kannamangai	ಕನ್ನಾಮನಗೈ
kannanur	ಕಣ್ಣನೂರ್
kanneswara rama	ಕನ್ನೇಶ್ವರ ರಾಮ
kanoon	ಕಾನೂನ್
kanoun	ಕನೌನ್
kansas	ಕನ್ಸಾಸ್
kanta	ಕಾಂತಾ
kantele	ಕಂಟೆಲೆ
kantilal	ಕಾಂತಿಲಾಲ್
kantimoy	ಕಾಂತಿಮಯ್
kanvalajeetasinh	ಕನ್ವಲ್‌ಜೀತಸಿನ್ಹ
kanvar	ಕನ್ವರ್
kanwarlal	ಕನ್ವರಲಾಲ್
kanz	ಕಾಂಜ್
kanzah	ಕಂಜಾ
kapali	ಕಪಾಲಿ
kapani	ಕಪಾನಿ
kapde	ಕಾಪಡೆ
kapeesh	ಕಪೀಶ
kapindra	ಕಪೀಂದ್ರ
kapish	ಕಪೀಶ
kapisthalam	ಕಪಿಸ್ಥಲಂ
kapotakshi	ಕಪೋತಾಕ್ಷಿ
kapurthala	ಕಪೂರ್ತಾಲಾ
karale	ಕರಾಲೆ
karambelkar	ಕರಾಂಬೇಲ್ಕರ್
karamdata	ಕರಮದಾತಾ
karamgati	ಕರಮ್‌ಗತಿ
karan	ಕರಣ್
karandikar	ಕರಂಡೀಕರ್
karate	ಕರಾಟೆ
kargil	ಕಾರ್ಗಿಲ್
kari	ಕ್ಯಾರಿ
karigar	ಕರಿಗರ್
karik	ಕೇರಿಕ್
karima	ಕರಿಮಾ
karimganj	ಕರೀಂಗಂಜ್
karimnagar	ಕರೀಂನಗರ್
karishma	ಕರಿಷ್ಮಾ
karkhanis	ಕಾರ್ಕಾನಿಸ್
karla	ಕಾರ್ಲಾ
karli	ಕಾರ್ಲಿ
karlyn	ಕೀರ್ಲಿನ್
karma	ಕರ್ಮಾ
karnataka	ಕರ್ನಾಟಕ
karouli	ಕರೌಲಿ
karpe	ಕರ್ಪೆ
karsen	ಕಾರ್ಸೆನ್
karston	ಕಾರ್ಸ್ಟನ್
kartar	ಕರ್ತಾರ್
kartavya	ಕರ್ತವ್ಯ್
kartikeya	ಕಾರ್ತಿಕೇಯ
karunamay	ಕರುಣಾಮಯ
karunamayi	ಕರುಣಾಮಯಿ
karve	ಕಾರ್ವೆ
karz	ಕರ್ಜ್
kas	ಕಾಸ್
kasal	ಕಾಸಲ್
kasam paida karne wale ki	ಕಸಮ್ ಫೈದಾ ಕರ್ನೆ ವಾಲೆ ಕಿ
kashi	ಕಾಶಿ
kashif raza	ಕಾಶಿಫ್ ರಾಜಾ
kashifah	ಕಶಿಫಾ
kashima	ಕಶಿಮಾ
kashinath	ಕಾಶಿನಾಥ್
kashish	ಕಶಿಶ್
kashmira	ಕಶ್ಮೀರಾ
kashmiri	ಕಶ್ಮೀರಿ
katadare	ಕಾಟದರೆ
katak	ಕಟಕ್
katalin	ಕೆಟಲಿನ್
katarina	ಕತರಿನಾ
katavi kilimanjaro	ಕಟಾವಿ ಕಿಲಿಮಂಜಾರೋ
katelynn	ಕೇಟ್‌ಲಿನ್
katharine	ಕೆಥರೀನ್
katherine	ಕ್ಯಾಥರಿನ್
kathie	ಕೇಥೀ
kathleen	ಕ್ಯಾಥ್ಲೀನ್
kathmandu	ಕಠ್ಮಂಡು
kathryn	ಕ್ಯಾಥ್ರಿನ್
kathua	ಕಥುವಾ
kato	ಕಾಟೋ
katoka	ಕಟೋಕಾ
katrina	ಕತ್ರಿನಾ
katse dam	ಕಾಟ್ಸೆ ಡ್ಯಾಮ್
katsuragi	ಕತ್ಸುರಾಗಿ
katyayani	ಕಾತ್ಯಾಯನಿ
kaukab	ಕಾಕುಬ್
kaumajet	ಕೌಮಾಜೆಟ್
kaun kitney pani mein	ಕೌನ್ ಕಿತನೆ ಪಾನೆ ಮೆ
kaun?	ಕೌನ್?
kaushal lokuarachchi	ಕೌಶಲ್ ಲೋಕರಚ್ಚಿ
kaushalya weeraratne	ಕೌಶಲ್ಯಾ ವೀರರತ್ನೆ
kaushik	ಕೌಶಿಕ್
kaushik amalean	ಕೌಶಿಕ್ ಅಮಲೀನ್
kaustav	ಕೌಸ್ತವ್
kaustubh	ಕೌಸ್ತುಭ
kautilya	ಕೌಟಿಲ್ಯಾ
kaval	ಕವಲ್
kavi sammelan	ಕವಿ ಸಮ್ಮೇಲನ್
kavita	ಕವಿತಾ
kavli prize	ಕಾವ್ಲಿ ಪ್ರೈಸ್
kavthekar	ಕಾವ್ತೇಕರ್
kawala	ಕವಾಲ
kawardha	ಕವಾರ್ಧಾ
kawthar	ಕಾವ್ತಾರ್
kayaking	ಕಯಾಕಿಂಗ್
kaydence	ಕೆಡೆನ್ಸ್
kaylee	ಕೇಲೀ
kazantzakis museum	ಕಝಾನ್‌ಝಾಕಿಸ್ ಮ್ಯೂಸಿಯಂ
kaziranga	ಕಾಜಿರಂಗಾ
keaira	ಕೇಯಿರಾ
keanu reeves	ಕೀನು ರೀವ್ಸ್
keelia	ಕೀಲಿಯಾ
keena	ಕೀನಾ
keene	ಕೀನ್
keer	ಕೀರ್
keira	ಕೀರಾ
keith	ಕೀತ್
keith arthurton	ಕೀತ್ ಆರ್ಥರ್ಟನ್
keith semple	ಕೀತ್ ಸೆಂಪಲ್
keitha	ಕೀಥಾ
kekare	ಕೆಕಾರೆ
kelavarapalli reservoir	ಕೆಲಾವರಪಲ್ಲಿ ರಿಜರ್ವಾಯರ್
kelimutu	ಕೆಲಿಮುತು
kelkar	ಕೇಲ್‌ಕರ್
kella	ಕೆಲ್ಲಾ
kellan	ಕೆಲ್ಲನ್
kellyn	ಕೆಲ್ಲಿನ್
kelvin	ಕೆಲ್ವಿನ್
kelvingrove art gallery and museum	ಕೆಲ್ವಿಂಗ್ರೋವ್ ಆರ್ಟ್ ಗ್ಯಾಲರಿ ಅಂಡ್ ಮ್ಯೂಸಿಯಂ
kemijarvi	ಕೆಮಿಜರ್ವಿ
ken	ಕೆನ್
ken shuttleworth	ಕೆನ್ ಶಟಲ್‌ವರ್ತ್
kena	ಕೇನ
kenda	ಕೆಂಡಾ
kendra	ಕೆಂಡ್ರಾ
kendrapada	ಕೇಂದ್ರಪಾಡ
kenilworth	ಕೆನಿಲ್‌ವರ್ತ್
kenisha	ಕೆನಿಷಾ
kennice	ಕೆನಿಸ್
kennings	ಕೆನಿಂಗ್ಸ್
kenny benjamin	ಕೆನ್ನಿ ಬೆಂಜಮಿನ್
kenton	ಕೆಂಟನ್
kentucky	ಕೆಂಟುಕಿ
keoladeo ghana	ಕಿಲಾಡಿಯೊ ಘನಾ
kepler wessels	ಕೆಪ್ಲರ್ ವೆಸೆಲ್ಸ್
keral	ಕೇರಳ
kerinci seblat	ಕೆರಿಂಚಿ ಸೆಬ್ಲಟ್
kermit	ಕೆರ್ಮಿಟ್
kerri	ಕೆರಿ
kerry jeremy	ಕೆರಿ ಜೆರೆಮಿ
kert	ಕೆರ್ಟ್
kesava	ಕೇಶವ
keshar	ಕೇಶರ್
kesharwal	ಕೇಶರವಾಲ್
keshavdas	ಕೇಶವದಾಸ್
keshgadiya	ಕೇಶಗಢಿಯಾ
keshihan	ಕೇಶಿಹಾನ್
keshini	ಕೇಶಿನಿ
kesler	ಕೆಸ್ಲರ್
kessel	ಕೆಸೆಲ್
ketana	ಕೇತನಾ
kevalkishore	ಕೇವಲ್‌ಕಿಶೋರ್
kevalkumar	ಕೇವಲ್‌ಕುಮಾರ್
kevin arnott	ಕೆವಿನ್ ಅರ್ನಾಟ್
kevin curran	ಕೆವಿನ್ ಕುರನ್
kevin duers	ಕೆವಿನ್ ಡ್ಯುಯರ್ಸ್
kevin wright	ಕೆವಿನ್ ರೈಟ್
kevina	ಕೆವಿನಾ
keya	ಕೇಯಾ
keyanna	ಕೆಯಾನಾ
khadijah	ಖದೀಜಾ
khafid	ಖಫಿದ್
khag	ಖಗ್
khagadia	ಖಗಾಡಿಯಾ
khahera	ಖಾಹೇರಾ
khahira	ಖಹೀರಾ
khalda	ಖಾಲಡಾ
khaleel	ಖಲೀಲ್
khalidah	ಖಲೀದಾ
khalil	ಖಲೀಲ್
khalisah	ಖಲೀಸಾ
khallad	ಖಲ್ಲಾಡ್
khamosh	ಖಾಮೋಶ್
khan dost	ಖಾನ್ ದೋಸ್ತ್
khandkar	ಖಂಡಕರ್
khanna	ಖನ್ನಾ
khanuja	ಖನೂಜಾ
kharad	ಖರಡ್
kharada	ಖರಡಾ
khare	ಖರೆ
kharga	ಖರ್ಗಾ
kharijah	ಖರೀಜಾ
kharqa	ಖಾರ್ಕಾ
khatarnak	ಖತರನಾಕ್
khatavkar	ಖಟಾವ್ಕರ್
khatkadkala	ಖಟಕಡಕಾಲಾ
khatoon	ಖತೂನ್
khatri	ಖತ್ರಿ
khattar	ಖಟ್ಟರ್
khawlah	ಖ್ವಾಲಾ
khazanchi	ಖಜಾಂಚಿ
khel kismat ka	ಖೇಲ್ ಕಿಸ್ಮತ್ ಕಾ
khel muqaddar ka	ಖೇಲ್ ಮುಕದ್ದರ್ ಕಾ
khemaraaj	ಖೇಮರಾಜ್
kher	ಖೆರ
khidki	ಖಿಡಕಿ
khidr	ಖಿದ್ರ
khinda	ಖಿಂಡಾ
khingan	ಖಿಂಗನ್
khirwadkar	ಖಿರ್ವಾಡ್ಕರ್
khoon aur paani	ಖೂನ್ ಔರ್ ಪಾನಿ
khoon bhari maang	ಖೂನ್ ಭರೀ ಮಾಂಗ್
khoon khoon	ಖೂನ್ ಖೂನ್
khooni jadugar	ಖೂನ್ ಜಾದೂಗರ್
khooni kaun	ಖೂನ್ ಕೌನ್
khosha	ಖೋಸಾ
khota paisa	ಖೋಟಾ ಪೈಸಾ
khubayb	ಖುಬೇಬ್
khubgaonkar	ಖುಬಗಾಂವ್ಕರ್
khubsurat	ಖೂಬಸೂರತ್
khuddar	ಖುದ್ದಾರ್
khul ja sim sim	ಖುಲ್ ಜಾ ಸಿಮ್ ಸಿಮ್
khulud	ಖುಲೂದ್
khurana	ಖುರಾನಾ
khurd	ಖುರ್ದ್
khurn	ಖುರ್ನ್
khursheed	ಖುರ್ಷೀದ್
khush bakht	ಖುಷ್ ಭಕ್ತ್
khush naseeb	ಖುಶ್ ನಸೀಬ್
khushaboo	ಖುಷ್ಬೂ
khushal	ಖುಶಾಲ್
khushboo	ಖುಶಬೂ
khuzamah	ಖುಜಾಮಾ
khwaja moinuddin chishti	ಖ್ವಾಜಾ ಮೊಯ್ನುದ್ದೀನ್ ಚಿಸ್ತಿ
kiana	ಕಿಯಾನ
kiara	ಕಿಯಾರ
kichocha	ಕಿಚೋಚಾ
kiev	ಕೀವ್
kifayat	ಕಿಫಾಯತ್
kigali	ಕಿಗಾಲಿ
kii	ಕೀ
kilakilaa	ಕಿಲಾಕಿಲ
kilauea	ಕಿಲೌವಾ
kimber	ಕಿಂಬರ್
kimberly	ಕಿಂಬರ್ಲಿ
kinetic	ಕೈನೆಟಿಕ್
king	ಕಿಂಗ್
king charlemagne	ಕಿಂಗ್ ಚಾರ್ಲ್‌ಮೆಯ್ನ್
king edward vii	ಕಿಂಗ್ ಎಡ್ವರ್ಡ್ VII
king george v	ಕಿಂಗ್ ಜಾರ್ಜ್ V
king henry	ಕಿಂಗ್ ಹೆನ್ರಿ
kingston university	ಕಿಂಗ್‌ಸ್ಟನ್ ಯುನಿವರ್ಸಿಟಿ
kinnaur	ಕಿನ್ನಾರ್
kinshasa	ಕಿನ್ಶಾಸಾ
kinshuk	ಕಿನ್ಶುಕ್
kiran more	ಕಿರಣ್ ಮೋರೆ
kirayedar	ಕಿರಾಯೆದಾರ್
kirkan	ಕಿರ್ಕನ್
kirkwood	ಕಿರ್ಕ್‌ವುಡ್
kirtana	ಕೀರ್ತನಾ
kirti chakra	ಕೀರ್ತಿ ಚಕ್ರ
kirtikumar	ಕೀರ್ತಿಕುಮಾರ್
kishanganj	ಕಿಶನ್ ಗಂಜ್
kishori	ಕಿಶೋರಿ
kishwar	ಕಿಶ್ವರ್
kismat	ಕಿಸ್ಮತ್
kismat ki kasauti	ಕಿಸ್ಮತ್ ಕಿ ಕಸೌತಿ
kismat palat ke dekh	ಕಿಸ್ಮತ್ ಪಲಟ್ ಕೆ ದೇಖ್
kiswar	ಕಿಸ್ವರ್
kitaab	ಕಿತಾಬ್
kittson	ಕಿಟ್ಸನ್
kitty hawk	ಕಿಟಿ ಹಾಕ್
kluane	ಕ್ಲುವಾನೆ
klyuchevskaya	ಕ್ಲುಚೆಂಬಸ್ಕ್ಯಾ
kmart holding	ಕೆಮಾರ್ಟ್ ಹೋಲ್ಡಿಂಗ್
knorr	ನೋರ್
knoxville	ನಾಕ್ಸ್ ವಿಲ್ಲೆ
knuth prize	ಕ್ನುತ್ ಪ್ರೈಜ್
koc holding	ಕಾಕ್ ಹೋಲ್ಡಿಂಗ್
koch industries	ಕಾಚ್ ಇಂಡಸ್ಟ್ರೀಸ್
kochhad	ಕೊಛಡ್
kodaganar reservoir	ಕೊಡಂಗನಾರ್ ರಿಜರ್ವಾಯರ್
kodasalli dam	ಕೊಡಸಲ್ಲಿ ಡ್ಯಾಮ್
kohima	ಕೋಹಿಮಾ
koi jeeta koi hara	ಕೋಯಿ ಜೀತಾ ಕೋಯಿ ಹಾರಾ
kokanastha	ಕೊಕನಾಸ್ತಾ
kokila	ಕೋಕಿಲಾ
kolar	ಕೋಲಾರ
kolhapur	ಕೊಲ್ಹಾಪುರ
kolhatkar	ಕೋಲ್ಹಾಟ್‌ಕರ್
kolina	ಕೊಲಿನಾ
kolthekar	ಕೋಲ್ತೆಕರ್
komal	ಕೋಮಲ್
komala	ಕೋಮಲಾ
komatsu	ಕೊಮಾತ್ಸು
konghou	ಕಾಂಗೋ
kongo	ಕೋಂಗೊ
koning der nederlanden	ಕೊನಿಂಗ್ ಡೆರ್ ನೆದರ್‌ಲ್ಯಾಂಡೆನ್
kooner	ಕೂನೇರ್
kootenay	ಕೂಟೆನೆ
kopargaonkar	ಕೋಪರ್‌ಗಾಂವಕರ್
koparkar	ಕೊಪರಕರ್
kora anchal	ಕೊರಾ ಆಂಚಲ್
kora kagaz	ಕೊರಾ ಕಾಗಜ್
koraput	ಕೊರಪುಟ್
korde	ಕೋರ್ಡೆ
koren	ಕೋರೆನ್
kori	ಕೋರಿ
kortenaer	ಕೋರ್ಟೆನರ್
koryak	ಕೊರ್ಯಾಕ್
kossuth prize	ಕೋಸುತ್ ಪ್ರೈಜ್
kota	ಕೋಟ
kothe	ಕೋಠೆ
kotnis	ಕೋಟ್ನಿಸ್
kottayam	ಕೊಟ್ಟಾಯಂ
kotwal	ಕೋತ್ವಾಲ್
kouchibouguac	ಕೌಟಿಬೌಗೌಕ್
kovilar reservoir	ಕೋವಿಲರ್ ರಿಜರ್ವಾಯರ್
kowloon	ಕೌಲೂನ್
kowloon reservoir	ಕೌಲೂನ್ ರಿಜರ್ವಾಯರ್
koyna	ಕೊಯ್ನಾ
koyna dam	ಕೋಯ್ನಾ ಡ್ಯಾಮ್
kozhikode	ಕೋಯಿಕ್ಕೋಡ್
kranti	ಕ್ರಾಂತಿ
krashn	ಕೃಷ್ಣ
krashnapingaakshan	ಕೃಷ್ಣಪಿಂಗಾಕ್ಷನ್
krataaraam	ಕ್ರಾತಾರಾಮ್
krishna ji	ಕೃಷ್ಣಾಜಿ
krishnagiri reservoir	ಕೃಷ್ಣಗಿರಿ ರಿಜರ್ವಾಯರ್
krishnakali	ಕೃಷ್ಣಕಲಿ
krishnakanta	ಕೃಷ್ಣಕಾಂತ
krishnalal	ಕೃಷ್ಣಲಾಲ್
krishnamurari	ಕೃಷ್ಣಮುರಾರಿ
krishnamurthy	ಕೃಷ್ಣಮೂರ್ತಿ
krishnamurti	ಕೃಷ್ಣಮೂರ್ತಿ
kristin	ಕ್ರಿಸ್ಟಿನ್
kristopher	ಕ್ರಿಸ್ಟೋಫರ್
krodhi	ಕ್ರೋಧಿ
krona	ಕ್ರೋನಾ
krone	ಕ್ರೋನ್
kruger	ಕ್ರೂಗೆರ್
krypton	ಕ್ರಿಪ್ಟನ್
kshanika	ಕ್ಷಣಿಕ
kshirsagar	ಕ್ಷೀರಸಾಗರ್
kuala lumpur	ಕೌಲಾಂಲಂಪುರ್
kuchh naya	ಕುಛ್ ನಯಾ
kudremukh	ಕುದುರೆಮುಖ್
kuduppa	ಕುಡುಪ್ಪಾ
kufra	ಕುಫ್ರಾ
kularanjan	ಕುಲರಂಜನ್
kulavant	ಕುಲವಂತ
kuldeep	ಕುಲದೀಪ್
kullu	ಕುಲ್ಲು
kulthum	ಕುಲ್ತುಮ್
kumaar	ಕುಮಾರ್
kumar dharmasena	ಕುಮಾರ ಧರ್ಮಸೇನ
kumar sangakkara	ಕುಮಾರ ಸಂಗಕ್ಕರ
kumbhalgarh fort	ಕುಂಬಲ್‌ಗಡ್ ಫೋರ್ಟ್
kumhar	ಕುಮ್ಹಾರ್
kumkum	ಕುಮ್‌ಕುಮ್
kumudini	ಕುಮುದಿನಿ
kunal	ಕುನಾಲ್
kundra	ಕುಂದರಾ
kunte	ಕುಂಟೆ
kuntee	ಕುಂತೀ
kunti	ಕುಂತಿ
kunwar	ಕುನ್ವರ್
kunwara baap	ಕುನ್ವಾರಾ ಬಾಪ್
kupwada	ಕುಪ್ವಾಡಾ
kurt	ಕುರ್ಟ್
kurt wilkinson	ಕರ್ಟ್ ವಿಲ್ಕಿನ್ಸನ್
kurukshetra	ಕುರುಕ್ಷೇತ್ರ
kurus	ಕುರುಸ್
kush	ಕುಶ
kushal	ಕುಶಲ
kushinagar	ಕಾಶಿನಗರ್
kusumaadhiraaj	ಕುಸುಮಾಧಿರಾಜ
kusumakar	ಕುಸುಮಾಕರ
kusumanjali	ಕುಸುಮಾಂಜಲಿ
kusumavati	ಕುಸುಮಾವತಿ
kusumlata	ಕುಸುಮಲತಾ
kutai	ಕುಟಾಯ್
kutharaiyar reservoir	ಕುಥಾರಾಯರ್ ರಿಜರ್ವಾಯರ್
kutumbale	ಕುಟುಂಬಲೆ
kutumbe	ಕುಟುಂಬೆ
kuvaleshay	ಕುವಲೇಶಯ
kwacha	ಕ್ವಾಚ
kylar	ಕೈಲಾರ
kyle mills	ಕೈಲ್ ಮಿಲ್ಲಿಸ್
kylemore	ಕೈಲ್‌ಮೂರ್
kylene	ಕೈಲೀನ್
kylia	ಕೈಲಿಯಾ
kyoto prize	ಕ್ಯೋಟೊ ಪ್ರೈಜ್
kyra	ಕೈರಾ
kyria	ಕಿರಿಯಾ
kyushu electric power	ಕ್ಯುಶು ಎಲೆಕ್ಟಿರ್ಕ್ ಪವರ್
kyzyl-kum	ಕೈಜಲ್-ಕುಮ್
la chartreuse	ಲಾ ಚರ್ಟ್ಯೂಸ್
la fayette	ಲಾ ಫಯಿಟಿ
la mauricie	ಲಾ ಮಾರಿಸಿ
la trobe university	ಲಾ ಟ್ರೋಬ್ ಯುನಿವರ್ಸಿಟಿ
laabha	ಲಾಭಾ
laajavantee	ಲಾಜವಂತಿ
laakshaa	ಲಕ್ಷಾ
laalee	ಲಾಲೀ
laasya	ಲಾಸ್ಯ
laboni	ಲಬೋನಿ
labopharm	ಲಾಬೋಫಾರ್ಮ್
laccadive	ಲಕಾಡೈವ್
lacey	ಲೆಸೀ
lack walesa	ಲ್ಯಾಕ್ ವೆಲೇಸಾ
laconia	ಲೆಕೋನಿಯಾ
ladaai	ಲಡಾಯಿ
ladakh	ಲಡಾಕ್
laddie	ಲಾಡ್ಡಿ
laden bijani	ಲೇಡನ್ ಬಿಜಾನೀ
ladies only	ಲೇಡೀಸ್ ಓನ್ಲಿ
ladies tailor	ಲೇಡೀಸ್ ಟೇಲರ್
ladka ladki	ಲಡಕಾ ಲಡಕಿ
ladke baap se badh ke	ಲಡಕೆ ಬಾಪ್ ಸೆ ಬಢ್ ಕೆ
ladki	ಲಡಕಿ
ladki sahyadri ki	ಲಡಕಿ ಸಹ್ಯಾದ್ರಿ ಕಿ
lady godiva	ಲೇಡಿ ಗೋಡಿವಾ
lady nelson	ಲೇಡಿ ನೆಲ್ಸನ್
lafarge	ಲಫಾರ್ಗ್
lagam	ಲಗಾಮ್
lagardère groupe	ಲಾಗಾರ್ಡೀರ್ ಗ್ರೂಪಿ
lago de camecuaro	ಲಾಗೊ ಡಿ ಕ್ಯಾಮಿಕ್ಯುವಾರೋ
lagoa	ಲಗಾವ್
lagos	ಲಾಗೋಸ್
lahak	ಲಹಕ್
laharen	ಲಹರೇ
laheri jiwan	ಲಹರೀ ಜೀವನ್
laheri lutera	ಲಹರೀ ಲುಟೇರಾ
lahore	ಲಾಹೋರ್
lahu pukarega	ಲಾಹೂ ಪುಕಾರೇಗಾ
laila	ಲೈಲಾ
laiq	ಲಯಿಖ್
laiqah	ಲೈಖಾಹ್
lajja	ಲಜ್ಜಾ
lajjawati	ಲಜ್ಜಾವತಿ
lajos	ಲಾಜೋಸ್
lajwanti	ಲಾಜವಂತಿ
lake	ಲೇಕ್
lake district	ಲೇಕ್ ಡಿಸ್ಟ್ರಿಕ್ಟ್
lakeview	ಲೇಕ್‌ವ್ಯೂ
lakhimpur	ಲಖೀಂಪುರ್
lakkad	ಲಕ್ಕಡ್
lakkhuwal	ಲಕ್ಕೂವಾಲಾ
laksha	ಲಕ್ಷಾ
lakshman	ಲಕ್ಷ್ಮಣ
lakshmeekaant	ಲಕ್ಷ್ಮೀಕಾಂತ್
lakshmi	ಲಕ್ಷ್ಮಿ
lakshmidhar	ಲಕ್ಷ್ಮಿಧರ್
lakshmikant	ಲಕ್ಷ್ಮೀಕಾಂತ್
lakshmipathy balaji	ಲಕ್ಷ್ಮಿಪತಿ ಬಾಲಾಜಿ
lal bangla	ಲಾಲ್ ಬಂಗಲಾ
lal batti	ಲಾಲ್ ಬತ್ತಿ
lal bujhakkad	ಲಾಲ್ ಬುಝಕ್ಕಡ್
lal haveli	ಲಾಲ್ ಹವೇಲಿ
lal kothi	ಲಾಲ್ ಕೋಠಿ
lala	ಲಾಲಾ
lalaat	ಲಲಾಟ್
lalaatikaa	ಲಲಾಟಿಕಾ
lalaji	ಲಲಾಜಿ
lalana	ಲಲನಾ
lalit	ಲಲಿತ್
lalitaa	ಲಲಿತಾ
lalitaditya	ಲಲಿತಾದಿತ್ಯ
lalithamana fernando	ಲಲಿತಮನ ಫರ್ನಾಂಡೊ
lalitkishore	ಲಲಿತ್‌ಕಿಶೋರ್
lalitmohan	ಲಲಿತಮೋಹನ
lalitpur	ಲಲಿತಪುರ್
lama	ಲಾಮಾ
lamb	ಲಾಂಬ್
lambada	ಲಂಬ್ಡಾ
lambda	ಲಾಂಬಡಾ
lambodar	ಲಂಬೋದರ
lambu in hongkong	ಲಂಬೂ ಇನ್ ಹಾಂಗ್ ಕಾಂಗ್
lamya	ಲಮ್ಯ
lana	ಲಾನಾ
lanau	ಲನೋ
lance gibbs	ಲ್ಯಾನ್ಸ್ ಗಿಬ್ಸ್
lance hamilton	ಲ್ಯಾನ್ಸ್ ಹ್ಯಾಮಿಲ್ಟನ್
lance klusener	ಲ್ಯಾನ್ಸ್ ಕ್ಲೂಸ್ನರ್
lancers	ಲ್ಯಾಂನ್ಸರ್
lander	ಲಾಂಡರ್
landers	ಲಾಂಡ್ರೆಸ್
landis	ಲಂಡಿಸ್
landmark united methodist	ಲ್ಯಾಂಡ್‌ಮಾರ್ಕ್ ಯುನೈಟೆಡ್ ಮೆಥಡಿಸ್ಟ್
landmolen	ಲ್ಯಾಂಡ್‌ಮೋಲೆನ್
langley	ಲ್ಯಾಂಗ್ಲೆ
lankeshvar	ಲಂಕೇಶ್ವರ್
lankston	ಲ್ಯಾಂಕ್ಸ್ಟನ್
lanthanum	ಲ್ಯಾನ್ಥನೇನಿಯಂ
lanza	ಲಂಜಾ
lao tzu	ಲಾವೋ ಸು
lapalikar	ಲಾಪಾಲಿಕರ್
lappeenranta	ಲ್ಯಾಪೆರಾಂಟಾ
laptev	ಲ್ಯಾಪ್‌‌ಟೆವ್
