aabar	ﺍﺏﺭ
lagerstrom	ﻝﺍگﺭﺵﺕﺭﻭﻡ
lagomorph	ﻝﺍگﻭﻡﻭﺭﻭﻑ
lagoon	ﻝﺍگﻭﻥ
lahelma	ﻝﺍﻩﻝﻡﺍ
lahij	ﻝﺍﻩیﺝ
lai	ﻝﺍی
laiho	ﻝﺍیﻩﻭ
laine	ﻝیﻥ
laing	ﻝﺍیﻥگ
laird	ﻝﺍیﺭﺩ
lakesha	ﻝﺍکیﺵﺍ
lakewood	ﻝﺍکﻭﻭﺩ
laky	ﻝﺍکﺍی
lal	ﻝﺍﻝ
lalit	ﻝﺍﻝیﺕ
laly	ﻝﺍﻝی
lam	ﻝﺍﻡ
lamark	ﻝﺍﻡﺍﺭک
lamastus	ﻝﺍﻡﺍﺱﺕﻭﺱ
lambda	ﻝﺍﻡﺏﺩﺍ
lambert	ﻝﺍﻡﺏﺭﺕ
lamboley	ﻝﺍﻡﺏﻭﻝی
lamborn	ﻝﺍﻡﺏﺭﻥ
lambourne	ﻝﺍﻡﺏﻭﺭﻥ
lambros	ﻝﺍﻡﺏﺭﻭﺱ
lamers	ﻝﻡﺭﺯ
lamm	ﻝﺍﻡ
lammers	ﻝﺍﻡﺭﺱ
lamorce	ﻝﺍﻡﻭﺭﺱ
lamp	ﻝﻡپ
lampen	ﻝﺍﻡپﻥ
lampi	ﻝﺍﻡپی
lamping	ﻝﻡپیﻥگ
lampitt	ﻝﺍﻡپیﺕ
lamplight	ﻝﺍﻡپﻝﺍیﺕ
lamykin	ﻝﺍﻡیکیﻥ
lan	ﻝﺍﻥ
lana	ﻝﺍﻥﺍ
lance	ﻝﺍﻥﺱ
lancetes	ﻝﺍﻥﺱﺕﺯ
lancing	ﻝﺍﻥﺱیﻥگ
land	ﻝﺍﻥﺩ
landahl	ﻝﻥﺩﺍﻩﻝ
landauer	ﻝﺍﻥﺩﺍیﺭ
landers	ﻝﺍﻥﺩﺭﺯ
landi	ﻝﻥﺩی
landin	ﻝﺍﻥﺩیﻥ
landis	ﻝﺍﻥﺩیﺱ
landman	ﻝﺍﻥﺩﻡﻥ
landon	ﻝﺍﻥﺩﻥ
landrum	ﻝﺍﻥﺩﺭﻭﻡ
landry	ﻝﺍﻥﺩﺭی
lands	ﻝﻥﺩﺯ
lanett	ﻝﺍﻥﺕ
lanetta	ﻝﺍﻥﺕﺍ
langdon	ﻝﺍﻥگﺩﻭﻥ
lange	ﻝﺍﻥژ
langley	ﻝﺍﻥگﻝی
langmaid	ﻝﻥگﻡیﺩ
langmead	ﻝﻥگﻡیﺩ
langnes	ﻝﺍﻥگﻥﺯ
langseth	ﻝﻥگﺱث
langston	ﻝﺍﻥگﺱﺕﻭﻥ
lani	ﻝﺍﻥی
lanka	ﻝﺍﻥکﺍ
lankton	ﻝﺍﻥکﺕﻭﻥ
lann	ﻝﺍﻥ
lanner	ﻝﺍﻥﺭ
lannie	ﻝﺍﻥی
lannom	ﻝﺍﻥﻭﻡ
lanson	ﻝﻥﺱﻭﻥ
lanterman	ﻝﺍﻥﺕﺭﻡﺍﻥ
lantlosamade	ﻝﺍﻥﺕﻝﻭﺱﺍﻡﺍﺩ
lantz	ﻝﺍﻥﺕﺯ
lanusse	ﻝﺍﻥﻭﺱی
lao	ﻝﺍیﻭ
lap	ﻝپ
lapaso	ﻝﺍپﺍﺱﻭ
lapham	ﻝﺍﻑﺍﻡ
lapidary	ﻝﺍپیﺩﺍﺭی
laplaine	ﻝﺍپﻝﺍیﻥ
laporta	ﻝپﻭﺭﺕﺍ
laputa	ﻝﺍپﻭﺕﺍ
lapworth	ﻝپﻭﺭث
lara	ﻝﺍﺭﺍ
laralee	ﻝﺍﺭﺍﻝی
lareef	ﻝﺍﺭیﻑ
larga	ﻝﺍﺭﺝﺍ
large	ﻝﺍﺭژ
larissa	ﻝﺍﺭیﺱﺍ
lariviere	ﻝﺍﺭیﻭیﺭ
laroche	ﻝﺍﺭﻭچ
larocque	ﻝﺍﺭﻭکﻭیﻩ
larren	ﻝﺍﺭﻥ
larson	ﻝﺍﺭﺱﻥ
larter	ﻝﺍﺭﺕﺭ
larue	ﻝﺍﺭﻭ
larurel	ﻝﺍﺭﻭﺭﻝ
las	ﻝﺍﺱ
lascala	ﻝﺍﺱکﺍﻝﺍ
lascari	ﻝﺍﺱکﺍﺭی
laser	ﻝیﺯﺭ
lash	ﻝﺍﺵ
lashley	ﻝﺵﻝی
laska	ﻝﺍﺱکﺍ
laskos	ﻝﺍﺱکﻭﺱ
lasnik	ﻝﺍﺱﻥیک
last	ﻝﺍﺱﺕ
lastra	ﻝﺍﺱﺕﺭﺍ
latala	ﻝﺍﺕﺍﻝﺍ
latham	ﻝﺍﺕﺍﻡ
lathbury	ﻝﺍﺕﺏﺭی
latta	ﻝﺍﺕﺍ
lau	ﻝی
lauener	ﻝﺍﻥﺭ
laura	ﻝﻭﺭﺍ
laurent	ﻝﻭﺭﻥﺕ
lauritsen	ﻝﺍیﻭﺭیﺕﺱﻥ
laursen	ﻝﺍﺭﺱﻥ
lauverjat	ﻝﻭﻭﺭﺝﺍﺕ
lauzac	ﻝﺍﻭﺯﺍک
lavalie	ﻝﻭﺍﻝﺍی
lavigne	ﻝﺍﻭیگﻥﻩ
lavonius	ﻝﺍﻭﻥیﻭﺱ
law	ﻝﺍﻭ
lawande	ﻝﺍﻭﺍﻥﺩﻩ
lawless	ﻝﺍﻝﺱ
lawrance	ﻝﺍﺭﻥﺱ
lawrence	ﻝﺍﺭﻥﺱ
lawrie	ﻝﺍﻭﺭﺍی
lawton	ﻝﺍﻭﺕﻥ
lax	ﻝکﺱ
lazara	ﻝﺍﺯﺍﺭﺍ
lazard	ﻝﺍﺯﺍﺭﺩ
lazzaro	ﻝﺍﺯﺍﺭﻭ
lea	ﻝی
leach	ﻝیچ
leahy	ﻝیﻩی
leair	ﻝیﺭ
leake	ﻝیک
leas	ﻝیﺱ
leason	ﻝیﺱﻥ
leatherock	ﻝیﺩﺭﺍک
lebed	ﻝیﺏیﺩ
lebel	ﻝیﺏﻝ
leben	ﻝﺏﻥ
lebon	ﻝﺏﻭﻥ
lebrun	ﻝیﺏﺭﻥ
lechelle	ﻝچﻝﻩ
lechmere	ﻝچﻡﺭ
lechner	ﻝچﻥﺭ
leckie	ﻝکی
lecomber	ﻝکﺍﻡﺏﺭ
lecren	ﻝکﺭﻥ
lection	ﻝکﺵﻥ
ledford	ﻝﺩﻑﻭﺭﺩ
ledge	ﻝﺝ
ledwidge	ﻝﺩﻭﺍیﺩﺝ
lee	ﻝی
leeder	ﻝیﺩﺭ
leelynde	ﻝیﻝیﻥﺩ
leeuw	ﻝیﻭ
lefaive	ﻝیﻑﺍیﻭ
leff	ﻝﻑ
leffler	ﻝﻑﻝﺭ
legg	ﻝگ
lehan	ﻝﻩﺍﻥ
lehle	ﻝﻩﻝﻩ
lehman	ﻝﻩﻡﺍﻥ
lehmann	ﻝﻩﻡﺍﻥ
lehne	ﻝیﻥ
lehnerer	ﻝﻩﻥﺭﺭ
lehnert	ﻝﻥﺭﺕ
lehrian	ﻝﻩﺭیﺍﻥ
lei	ﻝی
leibowitz	ﻝیﺏﻭیﺕﺯ
leiderdorp	ﻝیﺩﺭﺩﺭپ
leighton	ﻝیﺕﻭﻥ
leila	ﻝیﻝﺍ
leinonen	ﻝیﻥﻭﻥﻥ
lemer	ﻝﻡیﺭ
lemon	ﻝﻡﻭﻥ
lence	ﻝﻥﺱ
lendino	ﻝﻥﺩیﻥﻭ
lendl	ﻝیﻥﺩﻝ
lendvai	ﻝﻥﺩﻭﺍی
lengeling	ﻝﻥگﻝیﻥگ
lenkei	ﻝﻥکی
lennon	ﻝیﻥﺍﻥ
lentin	ﻝﻥﺕیﻥ
leon	ﻝیﻭﻥ
leonard	ﻝیﻭﻥﺍﺭﺩ
leonardo	ﻝیﻭﻥﺍﺭﺩﻭ
leonora	ﻝیﻥﻭﺭﺍ
lepage	ﻝیپیﺝ
lepard	ﻝپﺍﺭﺩ
leppart	ﻝپﺍﺭﺕ
leppla	ﻝپﻝﺍ
lerbs	ﻝﺭﺏﺯ
lerman	ﻝﺭﻡﻥ
lerup	ﻝﺭﺍپ
lesesne	ﻝیﺱیﻥ
lesher	ﻝﺵﺭ
lesht	ﻝﺵﺕ
lesiak	ﻝﺱیﺍک
lesion	ﻝیﺯﻥ
lessard	ﻝﺱﺍﺭﺩ
lesser	ﻝﺱﺭ
leto	ﻝیﺕﻭ
levavy	ﻝیﻭیﻭی
levey	ﻝﻭی
levi	ﻝﻭی
levine	ﻝیﻭیﻥ
levinson	ﻝﻭیﻥﺱﻭﻥ
leviseur	ﻝﻭیﺱیﻭﺭ
lewendon	ﻝیﻭﺍﻥﺩﻥ
lewin	ﻝﻭیﻥ
lewis	ﻝیﻭیﺱ
ley	ﻝی
leybourne	ﻝیﺏﻭﺭﻥ
leyden	ﻝیﺩﻥ
leythen	ﻝیﺕﻥ
leyton	ﻝیﺕﻭﻥ
liam	ﻝیﺍﻡ
lian	ﻝﺍیﺍﻥ
lianez	ﻝیﺍﻥﺯ
liang	ﻝیﺍﻥگ
liao	ﻝیﺍﻭ
liau	ﻝیﻭ
libannord	ﻝیﺏﺍﻥﻥﺭﺩ
libbey	ﻝیﺏی
liberchuk	ﻝیﺏﺭچﺍک
liberty	ﻝیﺏﺭﺕی
libes	ﻝﺍیﺏﺯ
liblit	ﻝیﺏﻝیﺕ
librik	ﻝیﺏﺭیک
licharson	ﻝیچﺍﺭﺱﻭﻥ
lichorowic	ﻝیچﻭﺭﻭییﺱ
lichten	ﻝیچﺕﻥ
lidal	ﻝیﺩﺍﻝ
lidor	ﻝیﺩﻭﺭ
lidwina	ﻝیﺩﻭیﻥﺍ
lie	ﻝی
liebchen	ﻝیﺏچﻥ
liebman	ﻝیﺏﻡﻥ
liebson	ﻝیﺏﺱﻥ
lien	ﻝیﻥ
lier	ﻝیﺭ
lieuwe	ﻝییﻭﻭﻩ
liewe	ﻝیﻭ
liggio	ﻝیگیﻭ
lightburn	ﻝﺍیﺕﺏﺭﻥ
lightman	ﻝﺍیﺕﻡﻥ
lightning	ﻝﺍیﺕﻥیﻥگ
ligne	ﻝﺍیﻥ
likes	ﻝﺍیکﺯ
lila	ﻝیﻝﺍ
lilback	ﻝیﻝﺏک
lilienthal	ﻝیﻝیﻥﺕﺍﻝ
lilley	ﻝیﻝی
lilli	ﻝیﻝی
lim	ﻝیﻡ
limace	ﻝﺍیﻡﺍک
limb	ﻝﺍیﻡﺏ
limbach	ﻝیﻡﺏﺍخ
limburg	ﻝیﻡﺏﻭﺭگ
liming	ﻝیﻡیﻥگ
limmer	ﻝیﻡﺭ
lin	ﻝیﻥ
linares	ﻝیﻥﺍﺭﺱ
lincke	ﻝیﻥکﻩ
lincoln	ﻝیﻥکﻝﻥ
lind	ﻝیﻥﺩ
lindal	ﻝیﻥﺩﺍﻝ
lindback	ﻝیﻥﺩﺏک
lindberg	ﻝیﻥﺩﺏﺭگ
linde	ﻝیﻥﺩ
lindemann	ﻝیﻥﺩﻡﻥ
linden	ﻝیﻥﺩﻥ
lindenmuth	ﻝیﻥﺩﻥﻡﻭﺕ
linder	ﻝیﻥﺩﺭ
linderman	ﻝیﻥﺩﺭﻡﻥ
lindgard	ﻝیﻥﺩگﺍﺭﺩ
lindgren	ﻝیﻥﺩگﺭﻥ
lindholm	ﻝیﻥﺩﻩﻝﻡ
lindman	ﻝیﻥﺩﻡﻥ
lindroth	ﻝیﻥﺩﺭﻭﺕﺱ
lindsey	ﻝیﻥﺩﺯی
lindvall	ﻝیﻥﻭﺍﻝ
linehan	ﻝیﻥﻩﺍﻥ
lingley	ﻝیﻥگﻝی
lingus	ﻝیﻥگﺍﺱ
link	ﻝیﻥک
linkous	ﻝیﻥکﻭیﺱ
linstruth	ﻝیﻥﺱﺕﺭﺍﺕ
lionel	ﻝیﻭﻥﻝ
lions	ﻝیﻭﻥﺯ
liow	ﻝیﻭ
lipkin	ﻝیپکیﻥ
lippard	ﻝیپﺍﺭﺩ
lipscombe	ﻝیپﺱکﺍﻡﺏ
lipset	ﻝیپﺱﺕ
liquori	ﻝیکیﻭﺭی
liren	ﻝیﺭﻥ
lisa	ﻝیﺯﺍ
liscano	ﻝیﺱکﺍﻥﻭ
lisken	ﻝیﺱکﻥ
liskey	ﻝیﺱکی
lison	ﻝیﺱﻭﻥ
lissa	ﻝیﺯﺍ
lisson	ﻝیﺱﻭﻥ
lister	ﻝیﺱﺕﺭ
liston	ﻝیﺱﺕﻭﻥ
litchfield	ﻝیچﻑیﻝﺩ
litel	ﻝیﺕﻝ
litt	ﻝیﺕ
littleton	ﻝیﺕﻝﺕﻭﻥ
littmann	ﻝیﺕﻡﻥ
littrell	ﻝیﺕﺭﻝ
litvin	ﻝیﺕﻭیﻥ
lively	ﻝﺍیﻭﻝی
livengood	ﻝیﻭﻥگﻭﺩ
livesay	ﻝﺍیﻭﺱﺍی
livian	ﻝیﻭیﻥ
livingston	ﻝیﻭیﻥگﺱﺕﻭﻥ
liviu	ﻝیﻭیﻭ
livius	ﻝیﻭیﻭﺱ
liz	ﻝیﺯ
lizard	ﻝیﺯﺍﺭﺩ
lizards	ﻝیﺯﺍﺭﺩﺯ
lizotte	ﻝیﺯﻭﺕ
loarie	ﻝﻭﺭی
loats	ﻝﻭﺍﺕﺱ
lobb	ﻝﺍﺏ
lobo	ﻝﻭﺏﻭ
lobser	ﻝﺍﺏﺱﺭ
loc	ﻝﺍک
loch	ﻝﻭچ
lock	ﻝﺍک
lockard	ﻝﻭکﺍﺭﺩ
locke	ﻝﺍک
locker	ﻝﺍکﺭ
lockshin	ﻝﺍکﺵیﻥ
loco	ﻝﻭکﻭ
lodder	ﻝﺍﺩﺭ
lodewijk	ﻝﺩﻭیک
lodge	ﻝﺍﺝ
lodman	ﻝﻭﺩﻡﻥ
lofaro	ﻝﻭﻑﺍﺭﻭ
lofaso	ﻝﻭﻑﺍﺱﻭ
lofgren	ﻝﺍﻑگﺭیﻥ
lofstrom	ﻝﻭﻑﺱﺕﺭﻭﻡ
loftus	ﻝﻑﺕﻭﺱ
logendra	ﻝﻭگﻥﺩﺭﺍ
loges	ﻝﻭگﺯ
logic	ﻝﻭﺝیک
lohrentz	ﻝﻩﺭﻥﺕﺯ
loiselle	ﻝﻭییﺱﺍﻝی
loizzo	ﻝﻭییﺯﻭ
lok	ﻝﻭک
loke	ﻝﻭک
loken	ﻝﻭکﻥ
lomas	ﻝﻭﻡﺍﺱ
lombard	ﻝﺍﻡﺏﺍﺭﺩ
lombardo	ﻝﺍﻡﺏﺍﺭﺩﻭ
lommel	ﻝﻭﻡﻝ
lon	ﻝﺍﻥ
londre	ﻝﺍﻥﺩﺭ
lonely	ﻝﻭﻥﻝی
lones	ﻝﻭﻥﺯ
loney	ﻝﻭﻥی
long	ﻝﺍﻥگ
longshaw	ﻝﺍﻥگﺵﺍ
longstaff	ﻝﺍﻥکﺱﺕﺍﻑ
longyear	ﻝﺍﻥگیﺭ
lonkart	ﻝﺍﻥکﺍﺭﺕ
lonn	ﻝﻭﻥ
lonnemo	ﻝﻭﻥﻡﻭ
lonnie	ﻝﻭﻥی
lonningdal	ﻝﻭﻥیﻥگﺩﺍﻝ
lonon	ﻝﻭﻥﺍﻥ
lonsdale	ﻝﺍﻥﺱﺩیﻝ
loo	ﻝﻭ
loofburrow	ﻝﻭﻑﺏﺍﺭﻭ
look	ﻝﻭک
loop	ﻝﻭپ
loosmore	ﻝﻭﺱﻡﻭﺭ
lopez	ﻝﻭپﺯ
lopp	ﻝﺍپ
lopresti	ﻝﻭپﺭﺱﺕی
lora	ﻝﻭﺭﺍ
lorch	ﻝﻭﺭچ
lord	ﻝﺭﺩ
loreena	ﻝﻭﺭﻥﺍ
loren	ﻝﻭﺭﻥ
lorentzen	ﻝﻭﺭﻥﺕﺯﻥ
lorenz	ﻝﻭﺭﻥﺯ
lorenzen	ﻝﻭﺭﻥﺯﻥ
lorenzi	ﻝﻭﺭﻥﺯی
lorenzo	ﻝﻭﺭﻥﺯﻭ
loreti	ﻝﻭﺭﺕی
lorgio	ﻝﻭﺭﺝیﻭ
lori	ﻝﻭﺭی
lorton	ﻝﻭﺭﺕﻭﻥ
lory	ﻝﻭﺭی
los	ﻝﻭﺱ
losantos	ﻝﻭﺱﺍﻥﺕﻭﺱ
losecco	ﻝﻭﺱﺱکﻭ
losinger	ﻝﺍﺱیﻥگﺭ
losito	ﻝﻭﺱیﺕﻭ
loss	ﻝﺍﺱ
losset	ﻝﻭﺱﺕ
lotempio	ﻝﻭﺕﻡپیﻭ
lotridge	ﻝﺕﺭیﺝ
lott	ﻝﺍﺕ
louboutin	ﻝﻭﺏﻭﺕیﻥ
loud	ﻝﺍﻭﺩ
loughe	ﻝﻭگﻩ
lounsbery	ﻝیﻭﻥﺱﺏﺭی
louvet	ﻝﻭﻭﺕ
loveman	ﻝﺍﻭﻡﻥ
lovera	ﻝﻭﻭﺭﺍ
lovitt	ﻝﺍﻭیﺕ
lovstad	ﻝﺍﻭﺱﺕﺍﺩ
low	ﻝﻭ
lowman	ﻝﻭﻡﻥ
lownie	ﻝﻭﻥی
loyd	ﻝﻭیﺩ
lozano	ﻝﻭﺯﺍﻥﻭ
lozier	ﻝﻭﺯیﺭ
lubin	ﻝﺍﺏیﻥ
lubkin	ﻝﺍﺏکیﻥ
lucas	ﻝﻭکﺍﺱ
luce	ﻝﺍک
lucero	ﻝﻭﺱﺭﻭ
lucey	ﻝﻭﺱی
luchini	ﻝﺍچیﻥی
lucie	ﻝﻭﺱی
lucy	ﻝﺍکی
ludorf	ﻝﻭﺩﻭﺭﻑ
ludovica	ﻝﺍﺩﻭﻭیکﺍ
ludovicus	ﺍیﺩﻭﺍیﺱﻭﺯ
luinge	ﻝﻭییﻥگ
luk	ﻝﻭک
luke	ﻝﻭک
lukes	ﻝﻭکﺱ
lukka	ﻝﻭکﺍ
lulkin	ﻝﺍﻝکیﻥ
lum	ﻝﻭﻡ
lumbley	ﻝﺍﻡﺏﻝی
lunau	ﻝﻭﻥﺍﻭ
lund	ﻝﺍﻥﺩ
lundager	ﻝﺍﻥﺩﺍگﺭ
lundberg	ﻝﺍﻥﺩﺏﺭگ
lundeen	ﻝﺍﻥﺩیﻥ
lundell	ﻝﺍﻥﺩﻝ
lundgren	ﻝﺍﻥﺩگﺭیﻥ
lundquist	ﻝﺍﻥﺩکﻭییﺱﺕ
lundstrom	ﻝﺍﻥﺩﺍﺱﺕﺭﻭﻡ
lung	ﻝﺍﻥگ
lungu	ﻝﺍﻥگﻭ
lunsford	ﻝﺍﻥﺱﻑﺭﺩ
luntz	ﻝﺍﻥﺕﺯ
lunz	ﻝﻭﻥﺯ
lupatkin	ﻝﻭپﺍﺕکیﻥ
luper	ﻝﻭپﺭ
lupher	ﻝﻭﻑﺭ
lupien	ﻝﻭپیﻥ
luppescu	ﻝﺍپیﺱکﻭ
lurie	ﻝﻭﺭی
lusk	ﻝﺍﺱک
luster	ﻝﺍﺱﺕﺭ
lustig	ﻝﺍﺱﺕیﻥگ
lustri	ﻝﺍﺱﺕﺭی
lusty	ﻝﻭﺱﺕی
luther	ﻝﻭﺕﺭ
lutins	ﻝﻭﺕیﻥﺯ
lutkins	ﻝﺍﺕکیﻥﺯ
luttbeg	ﻝﻭﺕﺏگ
lutz	ﻝﺍﺕﺯ
luxton	ﻝﻭکﺱﺕﻭﻥ
lydea	ﻝیﺩیﺍ
lydia	ﻝیﺩیﺍ
lye	ﻝﺍی
lyell	ﻝییﻝ
lylah	ﻝیﻝﺍ
lyle	ﻝﺍیﻝ
lymn	ﻝیﻡﻥ
lyn	ﻝیﻥ
lyndel	ﻝیﻥﺩﻝ
lyndon	ﻝیﻥﺩﺍﻥ
lynds	ﻝیﻥﺩﺯ
lynn	ﻝیﻥ
lynne	ﻝیﻥ
lyric	ﻝیﺭیک
lyrical	ﻝیﺭیکﺍﻝ
lysbethje	ﻝیﺯﺏﺕی
lytle	ﻝیﺕﻝی
lyubovny	ﻝیﻭﺏﻭﻥی
mabanag	ﻡﺍﺏﺍﻥﺍگ
mac	ﻡک
macaraeg	ﻡﺍکﺍﺭﺍیگ
macauley	ﻡﺍکﺍیﻭﻝی
macdonald	ﻡکﺩﻭﻝﻥﺩ
macek	ﻡﺍکک
macfarlane	ﻡکﻑﺍﺭﻝیﻥ
macgowan	ﻡکگﻭﻭﺍﻥ
mach	ﻡﺍخ
machine	ﻡﺍﺵیﻥ
machteld	ﻡچﺕﻝﺩ
maciek	ﻡﺍﺱیک
macisaac	ﻡﺍکیﺱﺍک
mack	ﻡک
mackay	ﻡکﻭی
mackerras	ﻡﺍکیﺭﺍﺱ
mackinnon	ﻡﺍکیﻥﻭﻥ
macko	ﻡﺍکﻭ
macky	ﻡکی
maclachlan	ﻡیکﻝﺍچﻝﻥ
maclaren	ﻡکﻝﺍﺭﻥ
maclaughlin	ﻡکﻝﺍگﻝیﻥ
maclean	ﻡکﻝیﻥ
macmahon	ﻡکﻡﺍﻩﻭﻥ
macmillan	ﻡکﻡیﻝﺍﻥ
macneil	ﻡکﻥیﻝ
macomber	ﻡﺍکﻭﻡﺏﺭ
maconochie	ﻡﺍکﻭﻥﻭچی
macra	ﻡکﺭﺍ
macrae	ﻡکﺭﺍی
macready	ﻡکﺭﺩی
macris	ﻡکﺭیﺱ
macrone	ﻡکﺭﻭﻥ
macsen	ﻡکﺱﻥ
mactavish	ﻡکﺕﺍﻭیﺵ
macucci	ﻡﺍکﻭﺱی
macvoy	ﻡکﻭی
madaba	ﻡﺍﺩﺍﺏﺍ
madah	ﻡﺩﻩ
madden	ﻡﺍﺩﻥ
maddi	ﻡﺍﺩی
maddineni	ﻡﺩیﻥﻥی
maddison	ﻡﺩیﺱﻭﻥ
maddux	ﻡﺍﺩﺍکﺱ
madej	ﻡﺍﺩﺝ
madeleine	ﻡﺍﺩﻝیﻥ
madeline	ﻡﺍﺩﻝیﻥ
madelyn	ﻡﺍﺩﻝیﻥ
madeo	ﻡﺍﺩیﻭ
mader	ﻡیﺩﺭ
maderer	ﻡﺩﺭﺭ
madigan	ﻡﺍﺩیگﺍﻥ
madinat	ﻡﺩیﻥﺕ
madis	ﻡﺍﺩیﺱ
madison	ﻡﺍﺩیﺱﻭﻥ
madon	ﻡﺍﺩﻭﻥ
madrone	ﻡﺍﺩﺭﻭﻥ
mads	ﻡﺩﺱ
madsen	ﻡﺍﺩﺱﻥ
madurai	ﻡﺍﺩﻭﺭﺍی
maffray	ﻡﺍﻑﺭی
mafraq	ﻡﻑﺭک
magagna	ﻡﺍگﺍگﻥﺍ
magda	ﻡگﺩﺍ
magdaleentje	ﻡکﺩﺍﻝﻥ
magee	ﻡگی
mager	ﻡیگﺭ
magesh	ﻡگیﺵ
maggard	ﻡﺍگﺍﺭﺩ
maggi	ﻡگی
maggie	ﻡگی
maggio	ﻡگیﻭ
maggs	ﻡﺍگﺱ
magic	ﻡژیک
magical	ﻡﺝیکﺍﻝ
magill	ﻡﺍگیﻝ
maginel	ﻡگیﻥﻝ
magion	ﻡژیﻭﻥ
magliaro	ﻡﺍگﻝیﺭﻭ
maglott	ﻡگﻝﺍﺕ
magnan	ﻡگﻥﺍﻥ
magne	ﻡگﻥی
magnuson	ﻡگﻥﺍﺱﻥ
magruder	ﻡﺍگﺭﻭﺩﺭ
maguire	ﻡﺍگﻭیﺭ
mah	ﻡﻩ
maha	ﻡﺍﻩﺍ
mahadevan	ﻡﺍﻩﺍﺩﻭﺍﻥ
mahajan	ﻡﺍﻩﺍﺝﺍﻥ
mahaly	ﻡﺍﻩﺍﻝی
mahault	ﻡﺍﻩﺍﻝﺕ
mahrah	ﻡﺡﺭﺍﻩ
mahto	ﻡﺍﻩﺕﻭ
mahwit	ﻡﺡﻭیط
mai	ﻡی
maimone	ﻡﺍیﻡﻭﻥ
main	ﻡیﻥ
maine	ﻡیﻥ
mains	ﻡیﻥﺯ
mainwaring	ﻡیﻥﻭﺍﺭیﻥگ
mair	ﻡیﺭ
maison	ﻡیﺯﻭﻥ
maitawa	ﻡیﺕﺍﻭﺍ
maj	ﻡﺝ
majdal	ﻡﺝﺩﻝ
majee	ﻡﺍﺝی
majere	ﻡیﺝﺭی
majid	ﻡﺝیﺩ
majoe	ﻡﺍﺝﻭ
mak	ﻡک
makil	ﻡکیﻝ
makoto	ﻡکﻭﺕﻭ
makuch	ﻡکﻭچ
malamood	ﻡﺍﻝﺍﻡﻭﺩ
malan	ﻡﺍﻝﺍﻥ
malay	ﻡﻝی
malberg	ﻡﺍﻝﺏﺭگ
malcolm	ﻡﺍﻝکﻭﻡ
malde	ﻡﺍﻝﺩ
malibu	ﻡﻝیﺏﻭ
malini	ﻡﻝیﻥی
mallchok	ﻡﺍﻝکﻭک
mallick	ﻡﺍﻝیک
malnar	ﻡﺍﻝﻥﺭ
malone	ﻡﺍﻝﻥ
malpartida	ﻡﺍپﺍﺭﺕیﺩﺍ
malte	ﻡﻝﺕﻩ
maltin	ﻡﺍﻝﺕیﻥ
mama	ﻡﺍﻡﺍ
mame	ﻡﻡﻩ
mammen	ﻡﺍﻡﻥ
mamta	ﻡﻡﺕﺍ
mana	ﻡﺍﻥﺍ
manager	ﻡﻥیﺝﺭ
manama	ﻡﺍﻥﺍﻡﺍ
manber	ﻡﺍﻥﺏﺭ
manca	ﻡﺍﻥکﺍ
mancus	ﻡﺍﻥکﻭﺱ
mancuso	ﻡﻥکیﻭﺱ
manda	ﻡﺍﻥﺩﺍ
mandal	ﻡﺍﻥﺩﺍﻝ
mandar	ﻡﺍﻥﺩﺭ
mandaville	ﻡﺍﻥﺩﺍﻭیﻝ
mandel	ﻡﺍﻥﺩﻝ
mandible	ﻡﻥﺩیﺏﻝ
mandl	ﻡﻥﺩﻝ
mandle	ﻡﻥﺩﻝ
mandy	ﻡﻥﺩی
mane	ﻡﻥﻩ
manetta	ﻡﺍﻥﺕﺍ
manfull	ﻡﻥﻑﻭﻝ
mangan	ﻡﺍﻥگﺍﻥ
mangin	ﻡﺍﻥگیﻥ
mangione	ﻡﻥﺝیﻭﻥ
manglani	ﻡﺍﻥگﻝﺍﻥی
mangus	ﻡﻥگﺱ
mani	ﻡﺍﻥی
manija	ﻡﺍﻥیﺝﺍ
manin	ﻡﻥیﻥ
manish	ﻡﺍﻥیﺵ
maniskas	ﻡﺍﻥیﺱکﺍﺱ
manith	ﻡﺍﻥیﺕ
manjeet	ﻡﺍﻥﺝیﺕ
manjit	ﻡﺍﻥﺝیﺕ
manley	ﻡﺍﻥﻝی
mann	ﻡﺍﻥ
manna	ﻡﺍﻥﺍ
manning	ﻡﺍﻥیﻥگ
mannix	ﻡﺍﻥیکﺱ
manno	ﻡﺍﻥﻭ
manns	ﻡﺍﻥﺯ
manny	ﻡﻥی
mano	ﻡﺍﻥﻭ
manoli	ﻡﺍﻥﻭﻝی
manolo	ﻡﺍﻥﻭﻝی
manoury	ﻡﺍﻥﻭﺭی
mansa	ﻡﻥﺱﺍ
manson	ﻡﺍﻥﺱﻥ
mansoor	ﻡﻥﺹﻭﺭ
mansour	ﻡﻥﺹﻭﺭ
mansur	ﻡﻥﺹﻭﺭ
mansuri	ﻡﻥﺹﻭﺭی
mantey	ﻡﺍﻥﺕی
manti	ﻡﻥﺕی
mantle	ﻡﺍﻥﺕﻝ
mantor	ﻡﺍﻥﺕﻭﺭ
mantsinen	ﻡﻥﺕﺱیﻥﻥ
manu	ﻡﺍﻥیﻭ
many	ﻡﻥی
mao	ﻡﺍﻭ
maohai	ﻡﺍیﻭﻩﺍی
maple	ﻡپﻝ
maples	ﻡﺍپﻝﺯ
mapple	ﻡپﻝ
