A	এ
LOWES	লোয়েস
LOWTHER	লোথার
LOYDCHILES	লয়েডচিলিস
LOYOLA	লোয়েল
LUANDA	লুয়ান্দা
LUCAS	লুকাস
LUCIAN	লুসিয়ান
LUCIANO	লুসিয়ানো
LUCIL	লুসিল
LUCKHURST	লাকহ্রুস্ট
LUCKNOW	লক্ষ্ণৌ
LUDHIANA	লুধিয়ানা
LUDHIANWI	লুধিায়ানই
LUFTHANSA	লুফথান্স
LUITPOLD	লুইটপোল্ড
LUKAYAN	লুকায়ন
LUKHI	লুখি
LUKHU	লুখু
LUKOIL	লুকোইল
LUMPS	লাম্পস
LUMSHNONG	লুমসহনং
LUNGLEI	লুংলেই
LUPIN	লুপিন
LUSI	লুসি
LUTE	লুটে
LUTFA	লুত্ফা
LUTHER	লুথার
LUTHERAN	লুথেরান
LUTON	লুটোন
LUVVIES	লুভিয়েস
LUZERNE	লুজার্নে
LYCOMING	লাইকোমিং
LYNCH	লিঞ্চ
LYNN	লিন
LYON	ইয়ন
LYSA	লায়সা
LYTTON	লিটন
MAAD	মা্দ
MAAKHALKAR	মাখালকার
MAAL	মাল
MAATE	মাতে
MAC	ম্যাক
MACALPINE	ম্যাকালপিন
MACARTHUR	ম্যাকার্থার
MACEWEN	ম্যাকেতেন
MACHHAL	মাছাল
MACHHANDAR	মাছান্দার
MACHINE	মেশিন
MACHINES	মেশিন
MACKAY	ম্যাকে
MACKINAC	মাকিনাক
MACKRETH	ম্যাকক্রেথ
MACLEOD	ম্যাকলিওড
MACQUARIE	ম্যাকুইরি
MACRONIX	মার্কোনিক্স
MADAN	মদন
MADANCHANDRA	মদনচন্দ্র
MADANI	মাদানি
MADANKUMAR	মদনকুমার
MADANLAL	মদনলাল
MADANPRASAD	মদনপ্রসাদ
MADEIRA	মাডেইরা
MADESHWAR	মদেশ্বর
MADHAB	মাধব
MADHABCHANDRA	মাধবচন্দ্র
MADHABI	মাধবী
MADHABIBALA	মাধবীবালা
MADHABILATA	মাধবিলতা
MADHABIRANI	মাধবীরাণী
MADHABKUMAR	মাধবকুমার
MADHAI	মাধাই
MADHEPURA	মাধেপুরা
MADHOPUR	মাধোপুর
MADHU	মধু
MADHUBALA	মধুবালা
MADHUBI	মাধুবী
MADHUDEBI	মধুদেবী
MADHUDEVI	মধুদেবী
MADHULINA	মধুলীনা
MADHUMALA	মধুমালা
MADHUMANGAL	মধুমঙ্গল
MADHUMITA	মধুমীতা
MADHURA	মাধুরা
MADHURANI	মধুরানী
MADHURI	মাধুরী
MADHURIDEVI	মাধুরীদেবী
MADHURIRANI	মাধুরীরাণী
MADHUSHRI	মধুশ্রী
MADHUSREE	মধুস্রী
MADHYAMAM	মধ্যামাম
MADISON	মাডিসন
MADMAMANI	পদ্মমনি
MADO	মাদো
MADONDO	মাডোন্ডা
MADONNA	ম্যাডোনা
MADPURI	মাদপুরি
MADRAS	মাদ্রাজ
MADRID	মাদ্রিদ
MADRIYA	মাদরিয়া
MADUGALLE	মাদুগালে
MADURA	মাদুরা
MADURAI	মাদুরাই
MADUSUDAN	মদুসূদন
MAFIZUL	মফিজুল
MAFIZUR	মাফিজুর
MAFUJA	মাফুজা
MAGARAM	মগারাম
MAGELLAN	ম্যাগেলান
MAGLU	মগলু
MAGNA	মগনা
MAGNESIUM	ম্যাগনেশিয়াম
MAGNIFICENT	ম্যাগনিফিসিয়েন্ট
MAGOFFIN	ম্যাগোফিন
MAGRU	মগরু
MAGSAYSAY	মাগসেসে
MAGUIRE	মাগুইর
MAH	মাহ
MAHA	মাহা
MAHABAL	মহাবাল
MAHABALIPURAM	মহাবলীপুরম
MAHABATALI	মহবতআলি
MAHABHARAT	মহাভারত
MAHABIR	মহাবীর
MAHABUB	মহাবুব
MAHABUBA	মাহবুবা
MAHABUDA	মহবুদা
MAHABULLA	মহবুল্লা
MAHADEB	মহাদেব
MAHADEO	মহাদেও
MAHADEV	মহাদেব
MAHADEVI	মহাদেবী
MAHAGANAPATI	মহাগণপতি
MAHAJAN	মহাজন
MAHAJARABIBI	মাহাজারাবিবি
MAHAKALESHWAR	মহাকালেশ্বর
MAHAL	মহল
MAHALAXMI	মহালক্ষ্মী
MAHALE	মাহালে
MAHAMENA	মহামেনা
MAHAMMAD	মহম্মদ
MAHAMMADALI	মহম্মদালী
MAHAMUDA	মহমুদা
MAHANADI	মহানদী
MAHANAGAR	মহানগর
MAHANAMA	মাহানামা
MAHANANDA	মহানন্দ
MAHANMAD	মহন্মদ
MAHANURUL	মহঃনুরুল
MAHAPRASAD	মহাপ্রসাদ
MAHARAJ	মহারাজ
MAHARALI	মহরআলি
MAHARAMALI	মহরমআলি
MAHARASHTRA	মহারাষ্ট্র
MAHAROOF	মাহারুফ
MAHARSHI	মহর্ষি
MAHASAPHIK	মহঃসফিক
MAHASHWETA	মহাশ্বেতা
MAHASIN	মহাসীন
MAHASINALI	মহসিনআলি
MAHASWETA	মহাশ্বেতা
MAHAVEER	মহাভীর
MAHAVIR	মহাবীর
MAHBOOB	মাহবুব
MAHBUBALI	মহবুবআলি
MAHELA	মহেলা
MAHENDAR	মহেন্দর
MAHENDRA	মাহেন্দ্র
MAHENDRAGARH	মাহেন্দ্রগড়
MAHENDRANATH	মহেন্দ্রনাথ
MAHER	মহের
MAHESH	মহেশ
MAHESHCHANDRA	মহেশচন্দ্র
MAHESHKUMAR	মহেশকুমার
MAHESHWARI	মহেশ্বরী
MAHESWAR	মহেশ্বর
MAHI	মাহি
MAHIA	মাহিয়া
MAHIBA	মহিবা
MAHIBANU	মহিবানু
MAHIBUL	মহিবুল
MAHIBUR	মহিবুর
MAHID	মহিদ
MAHIDUN	মহিদুন
MAHIJUL	মহিজুল
MAHILA	মাহিলা
MAHIMA	মহিমা
MAHIMABEGAM	মহিমাবেগম
MAHIMAN	মহিমন
MAHIMARANJAN	মহিমারঞ্জন
MAHIMRANJAN	মহিমরঞ্জন
MAHIMUDDIN	মহিমুদ্দিন
MAHINDRA	মহিন্দ্র
MAHINI	মহিনী
MAHINUR	মহিনুর
MAHIPAL	মহীপাল
MAHIRAM	মহিরাম
MAHIRUDDIN	মহিরউদ্দিন
MAHIRUL	মহিরুল
MAHIUDDIN	মহিউদদিন
MAHMUD	মহন্মুদ
MAHMUDAKHATUN	মাহমুদাখাতুন
MAHOBA	মাহোবা
MAHOMMED	মহন্মদ
MAHRI	মহরী
MAHSINA	মহসিনা
MAHTAB	মহাতাব
MAHUNA	মাহুনা
MAHURJAN	মহুরজান
MAID	মঈদ
MAIDUL	মাইদুল
MAIDUN	মইদুন
MAIJUL	মাইজুল
MAIJUN	মইজুন
MAIK	মেইক
MAIKEL	মাইকেল
MAIL	মেল
MAILER	মেলর
MAIMUDA	মইমুদা
MAIMUN	মইমুন
MAINE	মেইন
MAINUL	মইনূল
MAINULHAK	মইনুলহক
MAINURA	মাইনুরা
MAIPHUJA	মইফুজা
MAIRUM	মৈরুম
MAIRUN	মইরুন
MAISUN	মইসুন
MAIZERET	মাইজেরেট
MAIZUDDIN	মইজুদ্দিন
MAJADALI	মাজেদআলি
MAJADAN	মাজেদান
MAJAFFAR	মজাফফর
MAJARUL	মাজারুল
MAJBUN	মজবুন
MAJBUR	মজবুর
MAJBURA	মজবুরা
MAJEL	মজেল
MAJEPHA	মজেফা
MAJHAIL	মাঝাইল
MAJHAR	মজহার
MAJHIRAM	মাঝিরাম
MAJIBUR	মজিবুর
MAJID	মজীদ
MAJIDA	মাজিদা
MAJIDAN	মজিদান
MAJILA	মজিলা
MAJIMA	মজিমা
MAJIRUN	মজিরুন
MAJITHA	মাজিথা
MAJNU	মাজনু
MAJOR	মেজর
MAJPHPHAR	মজফ্ফর
MAJRI	মাজরি
MAJRUN	মজরুন
MAJUBIBI	মাজুবিবি
MAJURA	মজুরা
MAKARDAM	মকরদম
MAKATI	মাকাতি
MAKBUL	মকবুল
MAKHAN	মাখন
MAKHANCHANDRA	মাখনচন্দ্র
MAKHANLAL	মাখনলাল
MAKHAYA	মাখ্যা
MAKHOWAL	মাখোওয়াল
MAKIBUL	মকিবুল
MAKITA	মাকিট
MAKKA	মক্কা
MAKKHU	মাক্ষু
MAKOWAL	মাকোওয়াল
MAKRU	মকরু
MAKSHUD	মকশুদ
MAKSUD	মাকসুদ
MAKSUDA	মকসুদা
MAKSUDALAM	মকসুদআলম
MAKSUDAN	মকসুদন
MAKSUMA	মকসুমা
MAKSURA	মকসুরা
MAL	মাল
MALABATI	মালাবতী
MALABIKA	মালবীকা
MALADHAR	মালাধর
MALAGA	মালাগা
MALAI	মালই
MALAJKUMAR	মলযকুমার
MALAKJAN	মালেকজান
MALANCHA	মালঞ্চ
MALAR	মালার
MALARANI	মালারানী
MALATI	মালতী
MALATIDEBI	মালতিদেবী
MALATIDEVI	মালতীদেবী
MALATIRANI	মালতিরানী
MALAWI	মালায়ি
MALAY	মালয়
MALAYALA	মালায়ালা
MALAYALAM	মালয়ালম
MALAYKANTI	মলযকান্তি
MALAYSIA	মালয়েশিয়া
MALBOROUGH	মালবোরোজ
MALCOLM	মালকোল্ম
MALEKA	মালেকা
MALEKABEGAM	মালেকাবেগম
MALEKABIBI	মালেকাবিবি
MALHAN	মালহান
MALHAR	মালহার
MALI	মলি
MALIBIBI	মলিবিবি
MALIK	মালিক
MALIKA	মালিকা
MALINA	মলিনা
MALINABALA	মলিনাবালা
MALINGA	মালিঙ্গ
MALINI	মালিনী
MALK	মল্ক
MALKA	মাল্কা
MALKANGIRI	মালকংগিরি
MALLANWALA	মাল্লানওয়ালা
MALLETT	মাল্লেট্ট
MALOBIKA	মালোবিকা
MALONE	মেলোন
MALONNE	মালোন্নে
MALOTI	মালোতী
MALOTIRANI	মালতীরানী
MALPASSET	মালপাসসেট
MALPENSA	মালপেন্স
MALTA	মাল্টা
MALTESE	মলটেজ
MALVARKAR	মালভারকার
MAMATABEGAM	মমতাবেগম
MAMATARANI	মমতারাণী
MAMINA	মমিনা
MAMIRUN	মমিরুন
MAMONI	মামণি
MAMPI	মাম্পী
MAMTAJ	মমতাজ
MAMTAJBEGAM	মমতাজবেগম
MAMTAJKHATUN	মমতাজখাতুন
MAMTAJUL	মমতাজুল
MAMTARANI	মমতারানী
MAMUDA	মামুদা
MAMUDALI	মামুদআলি
MAMUDAN	মমুদান
MANAB	মানব
MANABASANA	মনবাসনা
MANABENDRA	মানবেন্দ্র
MANABHUL	মনভূল
MANABI	মানবী
MANABKUMAR	মানবকুমার
MANAGEMENT	ম্যানেজমেন্ট
MANAHARA	মনহারা
MANAJIT	মনজিত্
MANAKA	মনক্কা
MANAMI	মনামী
MANARANI	মনারানী
MANARANJAN	মনরঞ্জন
MANAS	মানস
MANASH	মানস
MANASHI	মানসী
MANASIRANI	মানসীরাণী
MANASKUMAR	মানসকুমার
MANASURA	মনসূরা
MANATOSH	মনতোশ
MANCHESTER	ম্যাঞ্চেস্টার
MANDA	মন্দা
MANDAKINI	মন্দাকিনি
MANDE	মান্ডে
MANDELA	ম্যান্ডেলা
MANDI	মান্ডী
MANDIP	মন্দীপ
MANDIR	মান্দির
MANDIRA	মন্দিরা
MANDODARI	মন্দোদরী
MANDSAUR	মান্দসৌর
MANDU	মান্ডু
MANDYA	মান্ডিয়া
MANEJA	মানেজা
MANERA	মানেরা
MANERI	মানেরি
MANGAL	মঙ্গল
MANGALA	মঙ্গঁলা
MANGALABALA	মঙ্গলাবালা
MANGALAGIRI	মঙ্গলগিরি
MANGALAM	মানগালাম
MANGALARANI	মঙ্গলারানী
MANGALCHAND	মঙ্গলচাঁদ
MANGALCHANDRA	মঙ্গলচন্দ্র
MANGALKUMAR	মঙ্গলকুমার
MANGALORE	ম্যাঙ্গালোর
MANGAN	মানগান
MANGANESE	ম্যাঙ্গানিজ
MANGAT	মানঘাট
MANGLA	মঙ্গলা
MANGLI	মঙ্গলী
MANGRU	মংরু
MANGULI	মঙ্গুলী
MANHATTAN	ম্যানহাটন
MANI	মানি
MANIBABU	মনিবুর
MANIBALA	মনিবালা
MANIBIBI	মনিবিবি
MANIDEBI	মনিদেবী
MANIDIPA	মনিদীপা
MANIK	মাণিক
MANIKA	মণিকা
MANIKANTA	মনিকান্ত
MANIKARAN	মনিকরণ
MANIKARANI	মনিকারানী
MANIKBALA	মানিকবালা
MANIKCHANDRA	মানিকচন্দ্র
MANIKKUMAR	মানিককুমার
MANIKLATA	মানিকলতা
MANIKPUR	মানিকপুর
MANIKRAM	মানিকরাম
MANIKRANJAN	মানিকরঞ্জন
MANIKRATAN	মানিকরতন
MANIKUMAR	মনিকুমার
MANIKUNTALA	মনিকুন্তলা
MANILAL	মনিলাল
MANIMALA	মণিমালা
MANIMOHAN	মনিমোহন
MANIMUTHAR	মনিমুক্তা
MANINDAR	মনিন্দর
MANINDRANATH	মনিন্দ্রনাথ
MANIPUR	মণিপুর
MANIRA	মনিরা
MANIRABEGAM	মনিরাবেগম
MANIRAJ	মনিরাজ
MANIRAM	মনিরাম
MANIRANI	মনিরাণী
MANIRUL	মনীরুল
MANIRULHAK	মণিরুলহক
MANISANKAR	মনিশংকর
MANISH	মনীশ
MANISHA	মনীষা
MANISHANKAR	মনিশঙ্কর
MANITOULIN	ম্যানিটওলিন
MANIVUSHAN	মনিভূষণ
MANJADARI	মঞ্জদরী
MANJARIBALA	মঞ্জরীবালা
MANJIAWALI	মানজিয়ালি
MANJIL	মঞ্জিল
MANJILA	মঞ্জিলা
MANJILABIBI	মনজিলাবিবি
MANJIT	মনজীত
MANJU	মঞ্জু
MANJUBALA	মঞ্জুবালা
MANJULIKA	মঞ্জুলিকা
MANJUR	মনজুর
MANJURA	মঞ্জুড়া
MANJURABEGAM	মনজুরাবেগম
MANJURAKHATUN	মঞ্জুরাখাতুন
MANJURAL	মাঞ্জুরাল
MANJURALI	মঞ্জুরআলী
MANJURANI	মঞ্জুরাণী
MANJUSHA	মঞ্জুষা
MANJUSREE	মঞ্জুশ্রী
MANKAD	মানকড
MANKI	মানকি
MANKU	মানকু
MANMATHA	মন্মথ
MANMATHANATH	মন্মথনাথ
MANMUKHANI	মানমুখানি
MANN	ম্যান
MANNALAL	মান্নালাল
MANNAN	মান্নান
MANNERS	ম্যানার্স
MANNING	মনিং
MANOCHA	মানোছা
MANODEBI	মানোদেবী
MANOEL	মানওয়েল
MANOHAR	মনোহর
MANOHARA	মনোহারা
MANOJABIBI	মানেজাবিবি
MANOJIT	মনোজিত্
MANOJKANTI	মনোজকান্তি
MANOJKUMAR	মনোজকুমার
MANOJMOHAN	মনোজমোহন
MANOMILA	মনোমিলা
MANOMITA	মনোমিতা
MANOMOHINI	মনমোহিনী
MANORALI	মনোরআলি
MANORAMA	মনোরমা
MANORANJAN	মনোরনজন
MANOWAR	মানাওয়ার
MANOWARA	মনওযারা
MANOYARABIBI	মানোযারাবিবি
MANOYARAKHATUN	মনোযারাখাতুন
MANPOWER	ম্যানপাওয়ার
MANPURN	মনপুরন
MANS	ম্যানস
MANSA	মানসা
MANSACHARAN	মনসাচরন
MANSARAM	মনসারাম
MANSARANI	মনসারানী
MANSHA	মনসা
MANSON	ম্যানসন
MANSOOR	মানসোর
MANSUK	মনসুক
MANSURA	মনসুরা
MANSURALAM	মনসুরআলম
MANSURALI	মনসুরআলী
MANTA	মান্তা
MANTAJ	মন্তাজ
MANTAJALI	মনতাজআলি
MANTI	মন্টু
MANTRI	মন্ত্রী
MANTU	মন্টু
MANTUCHARAN	মন্টুচরন
MANTULAL	মণ্টুলাল
MANTUPADA	মন্টুপদ
MANTURANJAN	মন্টুরঞ্জন
MANU	মানু
MANUARA	মনুআরা
MANUBALA	মানুবালা
MANUBIBI	মনুবিবি
MANUFACTURING	ম্যানুফ্যাকচারিং
MANURKAR	মানুরকার
MANURUDDIN	মনুরুদ্দিন
MANUWARA	মানুআরা
MANUYARABEGAM	মানুযারাবেগম
MANZANA	মানজানা
MANZOOR	মানসোর
MAO	মাও
MAOLA	মওলা
MAPHIJULHAK	মফিজুলহক
MAPLE	ম্যাপলি
MAPUTO	মাপুটো
MAQBUL	মকবুল
MAQSOOD	মাকসোদ
MARALI	মুরলী
MARANIBALA	মরনীবালা
MARATHA	মারাঠা
MARATHI	মারাঠী
MARATHON	ম্যারাথন
MARATHWADA	মারাঠওয়ারা
MARBLE	মারবেল
MARCANTONIO	মারক্যানটোনিয়া
MARCHAIS	মারচেইস
MARCHOVELETTE	মার্কোভেলেট
MARCUS	মারকুস
MAREGWEDE	মারেগিয়েডে
MARENGO	মরেনগো
MARFATALI	মারফতআলি
MARGASHYAM	মরগশ্যাম
MARGO	মার্গো
MARI	মারি
MARIA	মারিয়া
MARIAN	মারিয়ান
MARICO	ম্যারিকো
MARICOPA	মেরিকোপা
MARIE	ম্যারি
MARINA	মরিনা
MARINE	মেরিন
MARIO	মারিয়ো
MARION	মারিওন
MARIPHA	মরিফা
MARIRAM	মরিরাম
MARITIME	মারিটাইম
MARJAHAN	মারজাহান
MARJANA	মর্জেনা
MARJANE	মারজানে
MARJEMA	মরজেমা
MARJENA	মরজেনা
MARJIMA	মর্জিমা
MARJINA	মরজীনা
MARJINABEGAM	মরজিনাবেগম
MARJINABIBI	মরজিনাবিবি
MARJINAKHATUN	মর্জিনাখাতুন
MARK	মার্ক
MARKETS	মার্কেট
MARKGRAF	মার্কগ্রাফট
MARKQUICK	মার্ককুইক
MARKS	মার্কস
MARLBOROUGH	মালবোরোজ
MARLON	মার্লোন
